회사명,거래소코드,회계년도,소속코드,통계청 한국표준산업분류 코드 10차(대분류),산업코드,산업명,산업분류,산업분류_제조업,상장일,상장폐지일,총자본증가율,유형자산증가율,유동자산증가율,재고자산증가율,자기자본증가율,매출액증가율,매출액정상영업이익률,매출액순이익률,자기자본순이익률,자본금순이익률,기업순이익률,매출원가 대 매출액비율,금융비용 대 총비용비율,감가상각률,차입금평균이자율,사내유보율,평균배당률,자기자본배당률,배당성향,자기자본구성비율,비유동비율,비유동장기적합률,유동비율,당좌비율,현금비율,매출채권 대 매입채무비율,부채비율,유동부채비율,비유동부채비율,차입금의존도,자기자본회전률,자본금회전률,매입채무회전률,재고자산회전률,비유동자산회전률,유형자산회전율,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,인건비(백만원),금융비용(백만원),임차료(백만원),세금과공과(백만원),감가상각비(백만원),부채대비영업활동현금흐름,자본대비영업활동현금흐름,매출액대비영업활동현금흐름,3년지수가중평균매출액,업력,연 변동성,PER,PBR,건설업,부동산업,label
(주)경동나비엔,A009450,2019,1,28,28,전기장비제조업,C,C10,1993.8.31,,4.49,11.97,-4.43,-7.95,7.48,6.54,5.79,3.6,9.59,218.65,5.27,65.82,0.48,12.21,3.74,0,29.73,1.49,18.5,49.37,111.46,98.81,101.49,50.38,7.85,102.91,102.57,89.77,12.79,16.01,2.66,60.78,9.11,5.37,2.45,2.93,32.03,72.44,357.2,25.23,59.57,116375.39,3593.71,0,0,26535.22,0.256607111,0.27034458,0.293970531,86429665.97,47,0.393454474,23.76,2.12,0,0,0
(주)경동나비엔,A009450,2020,1,28,28,전기장비제조업,C,C10,1993.8.31,,20.48,9.01,31.41,28.87,15.74,12.8,7.68,4.77,12.83,316.1,6.7,62.17,0.4,12.38,3.29,0,34.7,1.68,25,47.39,107.5,94.34,106.64,53.98,11.02,98.73,111.02,97.07,13.94,19.39,2.69,66.31,9.49,5.53,2.46,3,31.41,79.85,395.79,26.42,61.92,142868.35,3379.34,0,0,32107.92,0.165758372,0.177524787,0.185197367,95321017.57,48,0.408176654,23.61,2.21,0,0,0
(주)경동나비엔,A009450,2021,1,28,28,전기장비제조업,C,C10,1993.8.31,,27.11,19.47,31.95,47.35,29.37,26.28,5.83,7.31,20.2,572.58,9.94,62,0.21,13,2.54,100,44.64,1.8,10.44,48.23,101.75,91.82,109.4,49.07,10.21,73.54,107.34,96.52,10.82,12.89,2.76,78.3,8.39,5.01,2.65,3.31,33.51,94.27,461.57,28.37,54.37,170144.46,2247.33,0,0,38508.83,0.185446159,0.202030075,0.223242513,109155077.2,49,0.324000758,16.84,2.15,0,0,0
(주)경동나비엔,A009450,2022,1,28,28,전기장비제조업,C,C10,1993.8.31,,9.01,4.32,9.98,18.94,14.94,5.25,5.15,4.62,11.07,367.79,6.05,59.69,0.48,13.86,4.35,0,49.6,1.77,16.54,50.85,95.61,83.27,123.48,49.84,18.34,93.75,96.64,81.82,14.83,21.34,2.4,79.68,8.18,4.04,2.44,3.13,30.02,85.63,450.59,26.32,59.72,182496.29,5456.53,0,0,44888.81,0.019000144,0.01930756,0.027712609,113086582.2,50,0.31434644,5.73,1.08,0,0,0
(주)경동도시가스,A267290,2019,1,35,35,"전기,가스,증기및공기조절공급업",D,,2017.5.12,,-3.63,1.64,-11.05,2.6,5.98,-11.44,1.97,1.73,7.45,185.02,2.9,92.09,-0.17,7.49,4.78,0,34.97,1.53,21.16,45.28,104.49,82.75,123.03,122.62,30.73,73.64,120.84,94.57,26.27,3.51,4.31,107.25,4.72,1080.65,4.13,4.4,12.78,30.15,32.48,6.74,42.54,40757.24,-2442.61,0,0,25473.28,0.078264613,0.102933698,0.09092273,133271421.7,3,0.238365869,3.67,0.39,0,0,0
(주)경동도시가스,A267290,2020,1,35,35,"전기,가스,증기및공기조절공급업",D,,2017.5.12,,-6.71,-1.18,-16.87,-6.8,5.08,-23.61,1.67,1.75,5.46,128.86,2.46,90.49,-0.11,7.47,4.03,0,34.97,1.45,27.4,50.98,104.06,84.53,126.07,125.6,24.61,82.96,96.16,73.05,23.11,3.25,3.12,73.74,4.48,843.75,2.99,3.35,12.82,28.16,30.29,8.25,45.25,40583.82,-1220.22,0,0,25460.94,0.000834594,0.000903009,0.001128933,113529107.3,4,0.350711803,4.46,0.32,0,0,0
(주)경동도시가스,A267290,2021,1,35,35,"전기,가스,증기및공기조절공급업",D,,2017.5.12,,0,0,0,0,0,0,1.86,1.52,5.9,150.11,2.29,92.18,-0.1,7.55,3.87,0,34.97,1.38,23.22,41.51,99.63,82.62,117.42,117.11,35.29,67.62,140.93,120.33,20.6,2.42,3.88,98.87,3.62,1033.73,3.9,4.5,10.68,30.06,32.27,6.63,43.9,42415.76,-1479.48,0,0,25988.33,0.318183723,0.379014004,0.267788265,139104852.5,5,0.273992594,7.01,0.37,0,0,0
(주)경동도시가스,A267290,2022,1,35,35,"전기,가스,증기및공기조절공급업",D,,2017.5.12,,18.03,0.33,30.08,21.75,5.21,58.18,1.1,1.05,6.28,164.08,2.19,94.98,-0.11,7.69,4.17,0,34.97,1.31,21.94,37,95.6,80.44,115.35,115.06,15.14,74.11,170.29,151.45,18.84,1.84,5.98,156.39,4.84,1474.81,6.13,7.11,9.01,29.68,31.79,4.17,42.77,41118.27,-2564.37,0,0,26552.04,0.087546901,0.136558339,0.074053973,188761393.9,6,0.5613996,6.74,0.4,0,0,0
(주)경방,A000050,2014,1,47,13,섬유제품제조업;의복제외,C,C2,1956.3.3,,0.37,0.44,-2.11,-6.11,1.76,-5.23,9.31,3.49,1.79,87.8,1.83,72.44,3.84,22.31,3.36,0,10,0.21,9.63,49.75,185.37,134.53,24.73,15.5,2.01,189.59,101,63.21,37.79,28.72,0.51,25.15,16.91,8.44,0.27,1.07,8.07,35.79,223,31.92,23.51,24688.43,12301.83,0,28072.04,25879.02,0.036234756,0.037098667,0.260449918,29218803.67,130,0.366887782,31.03,0.71,0,0,0
(주)경방,A000050,2015,1,47,13,섬유제품제조업;의복제외,C,C2,1956.3.3,,1.29,5.82,6.78,40,2.36,8.69,10.89,4.67,2.55,121.78,2.02,71.55,2.89,21.14,2.67,0,25,0.51,15.86,50.28,182.6,106.87,58.13,29.7,3.66,214.45,98.9,28.05,70.86,28.32,0.55,26.09,19.76,7.89,0.3,1.13,8.88,35.95,167.93,32.75,21.37,25022.76,9832.27,0,30615,28440.81,0.060953827,0.060918538,0.398070872,32018291.07,131,0.436177463,45.94,0.81,0,0,0
(주)경방,A000050,2016,1,47,13,섬유제품제조업;의복제외,C,C2,1956.3.3,,-1.27,-3.15,-1.93,-13.34,2.55,5.54,11.51,7.81,4.39,215.06,2.83,71.1,2.15,20.4,2.24,0,36,0.71,15.93,52.22,175.91,104.31,68.2,38.72,4.84,199.41,91.5,22.86,68.64,25.1,0.56,27.54,20.37,7.65,0.31,1.18,9.66,40.37,211.52,33.31,19.66,24709.64,7559.57,0,31022.12,30108.14,0.106406818,0.101253002,0.684481204,32678427.4,132,0.350822345,25.12,0.63,0,0,0
(주)경방,A000050,2017,1,47,13,섬유제품제조업;의복제외,C,C2,1956.3.3,,-2.14,-1.55,-14.86,-30.32,2.84,-4.41,11.73,7.02,3.67,184.68,2.46,70.25,1.9,22.76,2.17,0,36,0.69,19.22,54.88,169.32,124.01,28.25,18.26,2.97,181.29,82.23,45.7,36.54,22.44,0.52,26.32,18.92,9.28,0.3,1.15,9.88,45.05,274.47,34.88,19.05,23975.36,6406.83,0,30368.4,29602.03,0.096687844,0.083926681,0.625775444,32029386.07,133,0.25162688,12.93,0.56,0,0,0
(주)경방,A000050,2018,1,47,13,섬유제품제조업;의복제외,C,C2,1956.3.3,,2.18,-7.98,33.75,87.31,1.38,-2.59,11.66,5.74,2.87,147.32,2.18,69.44,2.41,25.19,2.69,0,24.6,0.46,11.55,54.45,166.64,103.73,73.99,37.34,3.81,217.15,83.67,23.02,60.65,23.65,0.5,25.64,18.64,7.66,0.3,1.18,7.53,35.35,234.72,27.89,23.12,22662.84,7942.22,0,9084.03,31368.82,0.020709938,0.017180008,0.128384872,31568398.5,134,0.326065628,11.7,0.42,0,0,0
(주)경방,A000050,2019,1,47,47,소매업;자동차제외,G,,1956.3.3,,5.3,-49.03,119.42,-47.64,4.62,-2.15,9.31,12.68,6.01,318.19,3.91,71.07,2.61,25.03,2.87,0,24.09,0.45,14.86,54.1,149.13,93.85,137.68,121.4,6.76,195.05,84.85,25.94,58.9,22.88,0.47,25.09,18.13,7.55,0.3,1.59,9.28,94.48,308.43,37,15.31,19486.66,8667.66,0,9638.28,35832.44,0.109433129,0.092221258,0.728460773,30885401.73,135,0.192174014,12.54,0.36,0,0,0
(주)경방,A000050,2020,1,47,47,소매업;자동차제외,G,,1956.3.3,,-7.72,-8.34,-55.7,-15.11,0.05,-4.27,6.64,3.96,1.76,95.04,1.43,70.59,1.73,24.29,2.53,0,23.72,0.43,12.5,58.66,154.67,117.19,41.08,31.77,13.84,198.14,70.49,38.5,31.99,17.29,0.44,24.02,18.02,11.37,0.29,2.36,7.56,71.61,250.55,29.03,17.48,16710.5,5761.14,0,10295.3,40165.25,0.05838704,0.045346864,0.397118814,29576911.83,136,0.564777077,7.61,0.46,0,0,0
(주)경방,A000050,2021,1,47,47,소매업;자동차제외,G,,1956.3.3,,0,0,0,0,0,0,14.03,5.81,2.96,162.55,1.65,64.37,-0.4,24.94,1.66,0,22.84,0.41,13.43,59.19,152.27,110.12,54.4,35.92,5.55,215.22,68.96,30.67,38.28,19.59,0.51,27.97,15.24,8.99,0.33,3.16,7.95,83.4,301.16,26.35,18.93,19118.29,-1307.85,0,11552.27,40557.04,0.040148882,0.027990753,0.184475415,33481707.8,137,0.279193041,27.56,0.51,0,0,0
(주)경방,A000050,2022,1,47,47,소매업;자동차제외,G,,1956.3.3,,-1.77,-9.78,19.43,89.08,0.38,1.53,8.19,1.13,0.59,32.21,0.85,67.58,1.64,26.37,2.83,0,22.72,0.41,0,60.48,145.49,104.73,75.11,34.71,10.34,159.1,65.34,26.43,38.91,20.18,0.52,28.39,16.19,6.32,0.35,3.37,6.52,74.32,289.67,20.9,24.84,20201.42,6276.02,0,11813.76,41454.45,0.057818842,0.038822055,0.304725048,32982539.77,138,0.336477528,12.39,0.36,0,0,0
(주)경보제약,A214390,2021,1,21,21,의료용물질및의약품제조업,C,C5,2015.6.29,,-6.42,6.97,-19.56,-7.24,-6.64,-20.73,-3.88,-4.39,-4.97,-62.7,-2.59,79.28,0.63,15.63,1.96,0,10,0.82,0,61.48,86.35,84.91,125.17,60.23,4.83,285.94,62.65,60.96,1.69,23.88,1.13,14.28,11.12,2.85,1.42,1.86,19.47,49.63,199.2,27.04,87.79,40513.41,1150.66,0,1657.93,12756.7,0.190680528,0.119088351,0.428387925,15085144.57,35,0.561361424,27.35,1.65,0,0,1
(주)경인양행,A012610,2014,1,20,20,화학물질및화학제품제조업;의약품제외,C,C5,1995.10.5,,-1.23,6.18,-6.41,-1.02,4.83,6.28,5.08,3.66,5.48,49.15,3.75,82.33,0.61,13.75,2.7,0,9.66,1.05,21.47,63.33,74.88,65.47,190.69,86.73,16.49,492.75,57.91,43.55,14.36,23.13,1.43,13.72,18.79,3.07,1.91,2.11,23.34,53.91,251.51,26.36,64.88,47414.66,1670.48,0,1761.11,9291.48,0.151809212,0.094689648,0.324915735,18751168.03,38,0.443291923,15.21,0.97,0,0,0
(주)경인양행,A012610,2015,1,20,20,화학물질및화학제품제조업;의약품제외,C,C5,1995.10.5,,4.36,0.41,7.33,6.41,0.61,-5.06,2.55,1.39,1.01,9.35,1.61,83.64,0.56,14.28,2.11,0,9.66,1.05,1818.52,61.57,74.59,69.02,161.62,74.26,14.2,413.22,62.43,54.35,8.08,24.49,1.32,13.03,20.17,2.84,1.76,1.94,20.7,49.95,229.84,25.7,71.75,48524.81,1487.4,0,1923.88,9939.74,0.045305394,0.027267663,0.090117675,20439401.8,39,0.418274372,14.39,0.8,0,0,0
(주)경인양행,A012610,2016,1,20,20,화학물질및화학제품제조업;의약품제외,C,C5,1995.10.5,,5.39,1.23,8.35,4.11,3.1,4.45,3.85,2.49,2.7,25.38,2.5,82.96,0.57,14.72,2.15,0,9.79,1.03,53.07,60.5,73.4,68.01,160.17,76.98,16.78,250.99,65.3,57.37,7.92,21.11,1.34,13.61,13.66,2.82,1.81,2.01,21.96,57.68,274.71,27.51,68.23,51587.39,1558.68,0,2078.13,10055.47,0.145382683,0.092881435,0.280261396,21118036.2,40,0.507009662,103.96,1.08,0,0,0
(주)경인양행,A012610,2017,1,20,20,화학물질및화학제품제조업;의약품제외,C,C5,1995.10.5,,3.97,8.64,0.93,-2.31,1.01,9.14,2.46,1.59,1.85,17.71,2,84.28,0.74,13.31,2.81,0,9.82,1.04,373.5,58.93,78.11,70.53,155.35,77.25,16.65,432.56,69.7,58.95,10.74,26.73,1.43,14.85,14.46,3.05,1.89,2.09,21.54,52.14,191.35,25.7,72.91,56209.57,2246.46,0,2229.77,10137.7,0.037618692,0.025396464,0.071050251,23299770.83,41,0.350728088,44.96,1.22,0,0,0
(주)경인양행,A012610,2018,1,20,20,화학물질및화학제품제조업;의약품제외,C,C5,1995.10.5,,15.38,3.8,21.55,27.55,6.41,10.37,5.95,4.17,6.59,65.44,4.41,77.13,0.99,14.15,3.11,0,9.94,1.01,27.06,54.18,79.63,69.58,149.64,70.7,14.14,358.04,84.57,70.13,14.44,30.84,1.52,16.39,18.48,3,1.93,2.17,23.92,65.87,246.56,29.83,63.81,63029.21,3198.06,0,2415.2,12468.92,0.011142847,0.008619446,0.024226684,24903444.2,42,0.443631534,64.44,1.21,0,0,0
(주)경인양행,A012610,2019,1,20,20,화학물질및화학제품제조업;의약품제외,C,C5,1995.10.5,,14.31,24.93,7.27,14.03,5.63,8.37,6.56,4.56,6.57,68.84,4.8,76.38,1.38,14.55,3.35,0,9.98,1.01,42.4,50.3,92.74,78.79,130.79,57.44,13.08,441.99,98.83,81.11,17.71,36.82,1.56,17.68,19.69,2.71,1.8,2.05,23.51,67.05,225.4,30.94,63.65,70651.98,4879.4,0,3122.25,14459.3,0.031933986,0.029350736,0.083385163,26255786.3,43,0.497338482,23.38,1.51,0,0,0
(주)경인양행,A012610,2020,1,20,20,화학물질및화학제품제조업;의약품제외,C,C5,1995.10.5,,6.99,11.44,4.48,-22.54,-4.42,-8.22,1.02,-2.3,-4.18,-43.51,-0.63,79.18,1.32,14.25,2.4,0,9.98,1.07,0,45.21,105.93,83.76,121.69,71.09,36.2,425,121.17,94.7,26.47,43.8,1.41,16.05,20.16,2.63,1.43,1.6,17.17,42.07,150.64,26.34,77.56,67274.19,4496.97,0,3034.11,18115.09,0.213355667,0.234220324,0.676132004,26718979.83,44,0.601221632,20.47,1.31,0,0,0
(주)경인양행,A012610,2021,1,20,20,화학물질및화학제품제조업;의약품제외,C,C5,1995.10.5,,14.73,5.75,23.71,24.78,10.3,22.48,7.03,6.75,11.1,117.68,5.76,74.73,1.04,13.12,1.82,0,9.98,1,11.51,43.46,100.81,81.83,120.94,70.22,30.81,376.4,130.08,106.89,23.19,43.15,1.68,19.47,20.55,3.28,1.63,1.81,22.71,62.86,226.23,32.63,55.7,73307.64,3999.14,0,3003.42,19059.6,0.030548757,0.03844219,0.082790168,32062416.87,45,0.236444593,0,1.37,0,0,0
(주)경인양행,A012610,2022,1,20,20,화학물질및화학제품제조업;의약품제외,C,C5,1995.10.5,,-5.39,13,-19.04,20.49,5.1,-0.17,6.97,4.28,6.07,68.92,4.1,74.21,1.47,14.37,2.67,0,9.98,0.97,27.05,48.55,106.95,85.17,123.16,46.3,10.78,601.82,105.99,80.42,25.57,39.95,1.55,19.36,23.51,2.67,1.5,1.65,24.31,56.69,177.65,33.1,58.54,78014.89,5866.19,0,2952.63,22211.61,0.069530685,0.081838463,0.245426445,30923409.6,46,0.318650305,6.94,0.74,0,0,0
(주)광명전기,A017040,2014,1,28,28,전기장비제조업,C,C10,1990.9.14,,14.61,4.27,19.7,18.28,12.87,14.36,9.25,6.76,12.46,38.48,7.07,85.16,0.05,10.67,3.21,0,0,0,0,56.79,56.99,52.59,175.86,143.94,49.69,209.98,76.1,67.73,8.37,13.78,1.81,6.22,11.59,8.59,3.08,7.73,17.81,138.58,1699.34,18.31,41.99,10362.87,62.4,0,0,1602.28,0.206663106,0.154356373,0.234541296,14554590.93,34,0.305404508,17.26,1.58,0,0,0
(주)광명전기,A017040,2015,1,28,28,전기장비제조업,C,C10,1990.9.14,,-5.14,-0.05,-11.39,-23.69,9.42,-13.7,8.03,7.64,8.63,29.61,6.55,84.82,-0.04,10.08,2.49,100,0,0,0,66.81,55.11,51.61,220.4,185.96,121.72,117.13,49.67,42.91,6.77,12.7,1.4,5.37,7.68,7.76,2.49,6.53,17.88,132,1495.37,20.2,48.52,11400.79,-48.63,0,0,1565.54,0.357466368,0.222201295,0.584719599,13064726.77,35,0.264340622,12.29,1.44,0,0,0
(주)광명전기,A017040,2016,1,28,28,전기장비제조업,C,C10,1990.9.14,,11.72,6.94,-12.96,-29.01,15.21,-16.66,3.73,11.96,11.75,45.32,8.37,90.5,0.06,9.46,1.84,0,0,0,0,66.77,76.04,72,166.95,145.67,90.06,169.52,49.76,44.16,5.6,14.1,1.04,4.47,7.73,8.74,1.58,5.26,11.04,85.14,1076.51,16.72,57.92,9387.27,55.27,0,0,1449.4,0.097435103,0.048443883,0.252561056,9394096.533,36,0.50673574,22.03,1.82,0,0,0
(주)광명전기,A017040,2018,1,28,28,전기장비제조업,C,C10,1990.9.14,,-0.59,13.84,-3.91,12.82,2.26,12.36,2.85,2.38,2.93,12.04,2.27,90.53,0.65,9.24,3.36,100,0,0,0,65.04,82.88,70.82,193.02,161.92,98.77,138.82,53.75,36.72,17.03,18.18,1.17,5.27,9.3,10.73,1.41,3.09,11.69,45.58,121.34,15.56,59.28,10524.89,735.14,0,0,2268.37,-0.069924208,-0.039057932,-0.117125567,9447127.733,38,0.750100902,0,1.29,0,0,0
(주)광명전기,A017040,2019,1,28,28,전기장비제조업,C,C10,1990.9.14,,3.22,-33.3,24.5,-29.79,8.49,15.56,6.06,5.4,8.53,36.97,4.57,88.76,-0.05,3.73,1.68,100,3,0.69,10.05,67.26,66.02,62.36,193.04,175.5,75.96,152.61,48.69,42.82,5.86,10.34,1.29,6.09,11.64,13.74,1.74,4.03,13.24,80.41,1153.26,15.74,58.43,12126.12,-63.26,0,0,929.14,0.392685198,0.200795613,0.575921846,11075071.63,39,0.41048604,38,1.1,0,0,0
(주)광명전기,A017040,2020,1,28,28,전기장비제조업,C,C10,1990.9.14,,5.85,12.04,18.27,61.4,4.74,-6.31,3.43,3.67,4.67,21.56,2.7,90.89,-0.15,8.74,1.47,0,3,0.66,13.29,66.18,57.24,54.16,206.7,181.07,74.3,159.39,51.1,45.41,5.69,6.84,1.15,5.7,11.98,11.94,1.87,4.45,12.14,77.64,824.83,16.3,63.45,12776.86,-180.99,0,0,1622.44,0.098125515,0.0489799,0.160889147,11189909.07,40,0.536808355,10.86,0.89,0,0,0
(주)광명전기,A017040,2021,1,28,28,전기장비제조업,C,C10,1990.9.14,,2.44,-1.34,9.27,37.38,5.27,10.96,2.09,4.27,5.54,26.85,3.38,93.08,-0.13,9.35,1.99,100,2,0.42,9.44,67.76,49.8,47.46,229.19,193.46,76.12,132.19,47.59,42.67,4.92,6.24,1.22,6.33,10.22,9.04,2.28,4.7,12.94,77.22,1055.99,16.04,63.15,13884.83,-179.27,0,0,1628.73,-0.045739657,-0.022550073,-0.046840492,14671582.7,41,0.477035288,23.8,1.09,0,0,0
(주)광명전기,A017040,2022,1,28,28,전기장비제조업,C,C10,1990.9.14,,1.33,16.61,-4.32,-6.5,3.34,0.84,3.35,4.08,4.91,24.82,2.84,91.71,-0.57,8,2.92,100,1.96,0.4,10.23,69.04,54.22,52.61,216.91,183.87,39.88,165.3,44.85,41.78,3.07,4.39,1.18,6.38,7.79,8.14,2.27,4.41,12.85,76.03,1188.4,16.01,68.55,15171.71,-770.41,0,0,1275.76,-0.017053584,-0.0078779,-0.025089273,13720848.37,42,0.527684098,15.56,0.84,0,0,0
(주)광주신세계,A037710,2014,1,47,47,소매업;자동차제외,G,,2002.2.7,,-0.55,-0.98,-5.07,6.79,9.77,-0.86,25.31,20.62,9.85,527.95,5.92,34.89,-2.2,11.65,3.14,0,25,0.45,4.74,68.73,140.03,113.77,24.42,19.73,2.37,96.51,45.5,22.42,23.08,20.79,0.48,25.6,42.71,44.86,0.33,1.81,11.57,67.45,0,36.88,23.77,17960.81,-3493.03,0,0,6060.8,0.222301446,0.117151136,0.959629625,17868013.8,20,0.261340416,10.11,1.2,0,0,0
(주)광주신세계,A037710,2015,1,47,47,소매업;자동차제외,G,,2002.2.7,,1.03,-0.66,36.43,8.43,9.53,0.25,26.68,22.35,9.77,573.77,6.22,33.09,-3.3,12.03,3.03,0,25,0.41,4.36,74.51,127.39,127.16,20.04,16.98,6.62,90.33,34.21,34.03,0.18,15.16,0.44,25.67,42.24,41.78,0.33,1.83,11.95,70.78,0,38.37,23.03,18143.86,-5101.79,0,0,6166.84,0.280044603,0.110899408,0.956402532,17931801.1,21,0.251922011,10.72,1.01,0,0,0
(주)광주신세계,A037710,2016,1,47,47,소매업;자동차제외,G,,2002.2.7,,-0.61,-1.72,-3.24,6.75,8.73,2.48,26.64,21.65,8.88,569.43,5.84,32.8,-4.55,11.32,2.42,0,25,0.37,4.39,81.51,116.62,116.47,26.9,22.37,0.77,165.2,22.69,22.56,0.12,7.77,0.41,26.3,43.7,39.81,0.34,1.9,12.08,72.32,0,37.64,22.58,17881.87,-7139.14,0,0,5673.94,0.346477688,0.097736328,0.902639712,18193425.37,22,0.159381922,8.66,0.81,0,0,0
(주)광주신세계,A037710,2017,1,47,47,소매업;자동차제외,G,,2002.2.7,,-0.07,-0.75,2.52,-1.36,8.44,-0.37,26.85,22.82,8.59,598.08,5.99,32.73,-5.54,11.78,2.29,0,25,0.35,4.18,88.45,107.32,107.2,44.33,37.15,1.77,178.89,13.06,12.94,0.12,0.85,0.38,26.21,44.54,38.67,0.34,1.92,12.12,74.6,0,37.87,22.52,17878.11,-8566.75,0,0,5605.07,0.521109064,0.092119752,0.905666195,18625769.33,23,0.169089656,8.06,0.69,0,0,0
(주)광주신세계,A037710,2018,1,47,47,소매업;자동차제외,G,,2002.2.7,,6.29,-0.97,133.14,-51.31,7.13,-35.5,37.03,33.35,7.52,563.66,5.26,13.11,-11.11,13.13,2.5,0,60,0.77,10.64,89.15,99.68,99.57,103.59,100.09,62.74,210.35,12.17,12.05,0.12,0,0.23,16.9,29.14,33.78,0.22,1.25,10.68,70.54,0,55,25.41,18897.36,-9532.26,0,0,5989.6,0.712531049,0.089779396,-3.057270039,6429055.033,24,0.188742651,6.02,0.5,0,0,0
(주)광주신세계,A037710,2019,1,47,47,소매업;자동차제외,G,,2002.2.7,,8.07,136.68,33.1,6.45,6.53,14.54,35.58,30.78,7.44,595.86,5.16,11.99,-10.05,14.71,893.19,0,69.63,0.84,11.68,87.87,98.2,95.94,136.34,132.65,78.56,503.24,13.8,11.44,2.35,0.01,0.24,19.36,51.17,57.24,0.24,0.85,11.28,33.38,0,54.8,14.59,12379.14,-10326.68,0,0,18532.7,0.891472535,0.115989809,1.667555769,9443951.4,25,0.196918034,5.82,0.42,0,0,0
(주)광주신세계,A037710,2020,1,47,47,소매업;자동차제외,G,,2002.2.7,,4.25,-6.09,38.06,3.6,5.61,-4.76,32.75,29.26,6.35,539.49,4.25,10.82,-10.52,10.84,315.58,0,69.63,0.8,12.91,89.02,91.94,89.97,201.12,197.04,120.21,635.32,12.34,10.14,2.2,0.02,0.22,18.44,113.86,51.93,0.23,0.6,10.35,33.92,0,55.04,14.41,11696.21,-10532.09,0,0,21759.97,0.571610276,0.074588565,1.192127407,10371569.9,26,0.297260835,5.11,0.37,0,0,0
(주)광주신세계,A037710,2021,1,47,47,소매업;자동차제외,G,,2002.2.7,,8.65,-5.03,49.91,-19.08,6.81,15.23,35.65,30.82,7.26,654.92,5.06,8.98,-9.95,11.45,321.01,0,169.09,1.81,25.82,87.51,85.65,83.93,234.16,231.59,185.67,910.12,14.28,12.23,2.05,0.01,0.24,21.25,161.46,65,0.27,0.73,10.94,41.1,0,54.85,12.8,11931.45,-11005.52,0,0,21565.54,0.804963991,0.107379798,1.56368816,15488750.97,27,0.316555705,6.67,0.41,0,0,0
(주)광주신세계,A037710,2022,1,47,47,소매업;자동차제외,G,,2002.2.7,,7.18,5.64,17.74,26.07,5.91,8.77,35.48,30.8,7.42,711.83,4.87,8.36,-11.4,12.44,7.3,0,218.82,2.22,30.74,86.48,83.82,80.87,265.24,262.13,202.69,954.4,15.64,12,3.64,1.68,0.24,23.11,154.16,69.92,0.28,0.79,10.82,42.05,0,53.44,12.82,12670.41,-13974.88,0,0,23243.93,0.595270174,0.089159422,1.385030043,16031852.77,28,0.189630476,4.86,0.34,0,0,0
(주)국동,A005320,2019,1,46,46,도매및상품중개업,G,,1996.12.24,,8.6,-4.77,6.9,-1.03,35.08,1.61,-1.9,-2.03,-7.94,-43.77,-1.77,84.68,0.96,10.22,5.07,0,0,0,0,48.97,67.47,48.62,208.91,133.41,14.66,0,104.22,65.46,38.76,37.23,3.92,21.59,0,6.86,5.34,6.58,40.31,177.96,537.09,24.17,99.98,53899.74,2245.33,0,0,2770.66,0.054596867,0.068464947,0.078624607,16870590.6,53,0.549072483,6.57,0.42,0,0,1
(주)국보,A001140,2014,3,49,49,육상운송및파이프라인운송업,H,,1989.12.2,,-7.44,-2.41,-15.36,-11.09,-23.9,-16.7,-2.47,-7.18,-26.58,-135.22,-5.93,93.88,1.29,7.7,5.57,100,0.98,0.24,0,24.86,262.31,166.2,57.27,56.06,1.15,134.87,302.32,244.49,57.83,35.98,3.72,18.99,5.58,137.99,1.62,2.33,5.73,12.62,21026.87,5.34,201.08,10476.53,1389.36,0,0,1527.73,-0.003477395,-0.00908917,-0.009956214,8647390.433,61,0.434712011,0,0.44,0,0,1
(주)금양,A001570,2014,1,20,20,화학물질및화학제품제조업;의약품제외,C,C5,1976.12.27,,8.92,-11.57,23.05,21.27,-2.4,1.44,3.26,-0.07,-0.25,-0.56,1.79,87.33,1.68,15.98,4.22,100,10.25,4.34,70.46,27.76,108.96,56.22,151,116.86,39.31,386.66,260.18,166.37,93.82,46.81,3.52,8.06,21.59,6.88,3.03,4,9.37,41.25,308.16,9.47,49.39,7413.25,2862.57,0,0,4218.49,0.314296811,0.758534494,0.985108294,12070933.57,60,0.393158078,67.5,1.19,0,0,0
(주)금양,A001570,2015,1,20,20,화학물질및화학제품제조업;의약품제외,C,C5,1976.12.27,,3.22,1.53,4.58,-14.47,30.77,0.28,4.31,9.1,28.69,73.49,10.1,85.59,1.17,17.83,3.52,100,10.25,4.32,86.23,35.04,83.73,70.46,121.07,98.69,26.02,286.73,185.41,166.58,18.84,48.28,3.1,8.08,14.65,6.78,3.28,4.24,21.13,95.69,534.18,21.98,22.99,8033.86,1964,0,0,3677.58,0.065473165,0.142654667,0.168483063,13868304.5,61,0.403148522,0,1.68,0,0,0
(주)금양,A001570,2016,1,20,20,화학물질및화학제품제조업;의약품제외,C,C5,1976.12.27,,8.16,34.92,-20.77,-11.62,-40.91,6.09,7.19,-12.17,-44.99,-103.89,-10.1,81.53,1.55,13.18,4.32,0,0,0,0,19.27,250.28,191.5,69.19,54.92,12.95,604.26,418.85,388.15,30.7,51.71,3.65,8.57,17.57,8.29,2.5,3.8,-5.64,-20.87,-103.08,-5.98,0,9226.53,3139.59,0,0,3783.51,0.063781311,0.173796731,0.23299703,12393810.03,62,0.759195024,6.94,2.06,0,0,0
